%time,field.header.seq,field.header.stamp,field.position0,field.position1,field.position2,field.position3,field.position4,field.position5,field.velocity0,field.velocity1,field.velocity2,field.velocity3,field.velocity4,field.velocity5,field.effort0,field.effort1,field.effort2,field.effort3,field.effort4,field.effort5
1.48655910659331E+018,637,1.48655910659324E+018,1.8175993647,1.8175993647,1.8175993647,1.8175993647,1.8175993647,1.8175993647,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910659659E+018,638,1.48655910659423E+018,1.8149688491,1.8149688491,1.8149688491,1.8149688491,1.8149688491,1.8149688491,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910659691E+018,639,1.48655910659644E+018,1.8123204204,1.8123204204,1.8123204204,1.8123204204,1.8123204204,1.8123204204,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910659692E+018,640,1.48655910659647E+018,1.8096541049,1.8096541049,1.8096541049,1.8096541049,1.8096541049,1.8096541049,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910659747E+018,641,1.48655910659723E+018,1.8069699289,1.8069699289,1.8069699289,1.8069699289,1.8069699289,1.8069699289,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910659853E+018,642,1.48655910659825E+018,1.8042679187,1.8042679187,1.8042679187,1.8042679187,1.8042679187,1.8042679187,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910659946E+018,643,1.48655910659923E+018,1.8015481012,1.8015481012,1.8015481012,1.8015481012,1.8015481012,1.8015481012,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910660088E+018,644,1.48655910660053E+018,1.7988105031,1.7988105031,1.7988105031,1.7988105031,1.7988105031,1.7988105031,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910660181E+018,645,1.48655910660123E+018,1.7960551515,1.7960551515,1.7960551515,1.7960551515,1.7960551515,1.7960551515,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910660358E+018,646,1.48655910660223E+018,1.7932820736,1.7932820736,1.7932820736,1.7932820736,1.7932820736,1.7932820736,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910660817E+018,647,1.48655910660323E+018,1.7904912967,1.7904912967,1.7904912967,1.7904912967,1.7904912967,1.7904912967,0,0,0,0,0,0,0,0,0,0,0,0
1.4865591066082E+018,648,1.48655910660423E+018,1.7876828483,1.7876828483,1.7876828483,1.7876828483,1.7876828483,1.7876828483,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910660822E+018,649,1.48655910660524E+018,1.7848567563,1.7848567563,1.7848567563,1.7848567563,1.7848567563,1.7848567563,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910660822E+018,650,1.48655910660627E+018,1.7820130484,1.7820130484,1.7820130484,1.7820130484,1.7820130484,1.7820130484,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910660855E+018,651,1.48655910660723E+018,1.7791517528,1.7791517528,1.7791517528,1.7791517528,1.7791517528,1.7791517528,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910660856E+018,652,1.48655910660831E+018,1.7762728976,1.7762728976,1.7762728976,1.7762728976,1.7762728976,1.7762728976,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910660938E+018,653,1.48655910660925E+018,1.7733765114,1.7733765114,1.7733765114,1.7733765114,1.7733765114,1.7733765114,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910661036E+018,654,1.48655910661025E+018,1.7704626227,1.7704626227,1.7704626227,1.7704626227,1.7704626227,1.7704626227,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910661171E+018,655,1.48655910661127E+018,1.7675312602,1.7675312602,1.7675312602,1.7675312602,1.7675312602,1.7675312602,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910661266E+018,656,1.48655910661226E+018,1.7645824529,1.7645824529,1.7645824529,1.7645824529,1.7645824529,1.7645824529,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910661345E+018,657,1.48655910661325E+018,1.7616162299,1.7616162299,1.7616162299,1.7616162299,1.7616162299,1.7616162299,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910661432E+018,658,1.48655910661424E+018,1.7586326204,1.7586326204,1.7586326204,1.7586326204,1.7586326204,1.7586326204,0,0,0,0,0,0,0,0,0,0,0,0
1.4865591066155E+018,659,1.48655910661523E+018,1.7556316539,1.7556316539,1.7556316539,1.7556316539,1.7556316539,1.7556316539,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910661633E+018,660,1.48655910661624E+018,1.7526133601,1.7526133601,1.7526133601,1.7526133601,1.7526133601,1.7526133601,0,0,0,0,0,0,0,0,0,0,0,0
1.4865591066173E+018,661,1.48655910661724E+018,1.7495777687,1.7495777687,1.7495777687,1.7495777687,1.7495777687,1.7495777687,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910661834E+018,662,1.48655910661824E+018,1.7465249096,1.7465249096,1.7465249096,1.7465249096,1.7465249096,1.7465249096,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910661935E+018,663,1.48655910661924E+018,1.7434548131,1.7434548131,1.7434548131,1.7434548131,1.7434548131,1.7434548131,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910662034E+018,664,1.48655910662024E+018,1.7403675093,1.7403675093,1.7403675093,1.7403675093,1.7403675093,1.7403675093,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910662133E+018,665,1.48655910662125E+018,1.7372630289,1.7372630289,1.7372630289,1.7372630289,1.7372630289,1.7372630289,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910662232E+018,666,1.48655910662224E+018,1.7341414023,1.7341414023,1.7341414023,1.7341414023,1.7341414023,1.7341414023,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910662332E+018,667,1.48655910662324E+018,1.7310026605,1.7310026605,1.7310026605,1.7310026605,1.7310026605,1.7310026605,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910662434E+018,668,1.48655910662424E+018,1.7278468344,1.7278468344,1.7278468344,1.7278468344,1.7278468344,1.7278468344,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910662532E+018,669,1.48655910662524E+018,1.7246739551,1.7246739551,1.7246739551,1.7246739551,1.7246739551,1.7246739551,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910662632E+018,670,1.48655910662624E+018,1.721484054,1.721484054,1.721484054,1.721484054,1.721484054,1.721484054,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910662735E+018,671,1.48655910662724E+018,1.7182771626,1.7182771626,1.7182771626,1.7182771626,1.7182771626,1.7182771626,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910662832E+018,672,1.48655910662824E+018,1.7150533124,1.7150533124,1.7150533124,1.7150533124,1.7150533124,1.7150533124,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910662932E+018,673,1.48655910662923E+018,1.7118125353,1.7118125353,1.7118125353,1.7118125353,1.7118125353,1.7118125353,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910663032E+018,674,1.48655910663023E+018,1.7085548634,1.7085548634,1.7085548634,1.7085548634,1.7085548634,1.7085548634,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910663132E+018,675,1.48655910663124E+018,1.7052803287,1.7052803287,1.7052803287,1.7052803287,1.7052803287,1.7052803287,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910663232E+018,676,1.48655910663224E+018,1.7019889636,1.7019889636,1.7019889636,1.7019889636,1.7019889636,1.7019889636,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910663333E+018,677,1.48655910663323E+018,1.6986808005,1.6986808005,1.6986808005,1.6986808005,1.6986808005,1.6986808005,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910663435E+018,678,1.48655910663423E+018,1.6953558722,1.6953558722,1.6953558722,1.6953558722,1.6953558722,1.6953558722,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910663535E+018,679,1.48655910663523E+018,1.6920142113,1.6920142113,1.6920142113,1.6920142113,1.6920142113,1.6920142113,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910663635E+018,680,1.48655910663623E+018,1.688655851,1.688655851,1.688655851,1.688655851,1.688655851,1.688655851,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910663732E+018,681,1.48655910663723E+018,1.6852808243,1.6852808243,1.6852808243,1.6852808243,1.6852808243,1.6852808243,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910663831E+018,682,1.48655910663824E+018,1.6818891646,1.6818891646,1.6818891646,1.6818891646,1.6818891646,1.6818891646,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910663934E+018,683,1.48655910663925E+018,1.6784809053,1.6784809053,1.6784809053,1.6784809053,1.6784809053,1.6784809053,0,0,0,0,0,0,0,0,0,0,0,0
1.4865591066403E+018,684,1.48655910664022E+018,1.6750560801,1.6750560801,1.6750560801,1.6750560801,1.6750560801,1.6750560801,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910664132E+018,685,1.48655910664124E+018,1.6716147227,1.6716147227,1.6716147227,1.6716147227,1.6716147227,1.6716147227,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910664232E+018,686,1.48655910664223E+018,1.6681568672,1.6681568672,1.6681568672,1.6681568672,1.6681568672,1.6681568672,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910664333E+018,687,1.48655910664323E+018,1.6646825477,1.6646825477,1.6646825477,1.6646825477,1.6646825477,1.6646825477,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910664434E+018,688,1.48655910664423E+018,1.6611917984,1.6611917984,1.6611917984,1.6611917984,1.6611917984,1.6611917984,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910664532E+018,689,1.48655910664523E+018,1.6576846538,1.6576846538,1.6576846538,1.6576846538,1.6576846538,1.6576846538,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910664631E+018,690,1.48655910664623E+018,1.6541611486,1.6541611486,1.6541611486,1.6541611486,1.6541611486,1.6541611486,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910664734E+018,691,1.48655910664723E+018,1.6506213174,1.6506213174,1.6506213174,1.6506213174,1.6506213174,1.6506213174,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910664834E+018,692,1.48655910664824E+018,1.6470651953,1.6470651953,1.6470651953,1.6470651953,1.6470651953,1.6470651953,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910664933E+018,693,1.48655910664924E+018,1.6434928173,1.6434928173,1.6434928173,1.6434928173,1.6434928173,1.6434928173,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910665033E+018,694,1.48655910665023E+018,1.6399042187,1.6399042187,1.6399042187,1.6399042187,1.6399042187,1.6399042187,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910665133E+018,695,1.48655910665123E+018,1.6362994349,1.6362994349,1.6362994349,1.6362994349,1.6362994349,1.6362994349,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910665233E+018,696,1.48655910665223E+018,1.6326785014,1.6326785014,1.6326785014,1.6326785014,1.6326785014,1.6326785014,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910665332E+018,697,1.48655910665324E+018,1.6290414541,1.6290414541,1.6290414541,1.6290414541,1.6290414541,1.6290414541,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910665432E+018,698,1.48655910665424E+018,1.6253883289,1.6253883289,1.6253883289,1.6253883289,1.6253883289,1.6253883289,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910665531E+018,699,1.48655910665523E+018,1.6217191617,1.6217191617,1.6217191617,1.6217191617,1.6217191617,1.6217191617,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910665632E+018,700,1.48655910665622E+018,1.6180339888,1.6180339888,1.6180339888,1.6180339888,1.6180339888,1.6180339888,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910665733E+018,701,1.48655910665722E+018,1.6143328465,1.6143328465,1.6143328465,1.6143328465,1.6143328465,1.6143328465,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910665835E+018,702,1.48655910665823E+018,1.6106157714,1.6106157714,1.6106157714,1.6106157714,1.6106157714,1.6106157714,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910665934E+018,703,1.48655910665923E+018,1.6068828002,1.6068828002,1.6068828002,1.6068828002,1.6068828002,1.6068828002,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910666033E+018,704,1.48655910666023E+018,1.6031339697,1.6031339697,1.6031339697,1.6031339697,1.6031339697,1.6031339697,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910666133E+018,705,1.48655910666123E+018,1.599369317,1.599369317,1.599369317,1.599369317,1.599369317,1.599369317,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910666232E+018,706,1.48655910666224E+018,1.5955888791,1.5955888791,1.5955888791,1.5955888791,1.5955888791,1.5955888791,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910666334E+018,707,1.48655910666323E+018,1.5917926934,1.5917926934,1.5917926934,1.5917926934,1.5917926934,1.5917926934,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910666435E+018,708,1.48655910666424E+018,1.5879807973,1.5879807973,1.5879807973,1.5879807973,1.5879807973,1.5879807973,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910666532E+018,709,1.48655910666524E+018,1.5841532285,1.5841532285,1.5841532285,1.5841532285,1.5841532285,1.5841532285,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910666632E+018,710,1.48655910666623E+018,1.5803100248,1.5803100248,1.5803100248,1.5803100248,1.5803100248,1.5803100248,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910666731E+018,711,1.48655910666723E+018,1.576451224,1.576451224,1.576451224,1.576451224,1.576451224,1.576451224,0,0,0,0,0,0,0,0,0,0,0,0
1.4865591066683E+018,712,1.48655910666822E+018,1.5725768643,1.5725768643,1.5725768643,1.5725768643,1.5725768643,1.5725768643,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910666932E+018,713,1.48655910666923E+018,1.5686869839,1.5686869839,1.5686869839,1.5686869839,1.5686869839,1.5686869839,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910667033E+018,714,1.48655910667023E+018,1.5647816212,1.5647816212,1.5647816212,1.5647816212,1.5647816212,1.5647816212,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910667132E+018,715,1.48655910667123E+018,1.5608608147,1.5608608147,1.5608608147,1.5608608147,1.5608608147,1.5608608147,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910667232E+018,716,1.48655910667223E+018,1.5569246031,1.5569246031,1.5569246031,1.5569246031,1.5569246031,1.5569246031,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910667333E+018,717,1.48655910667325E+018,1.5529730254,1.5529730254,1.5529730254,1.5529730254,1.5529730254,1.5529730254,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910667432E+018,718,1.48655910667424E+018,1.5490061204,1.5490061204,1.5490061204,1.5490061204,1.5490061204,1.5490061204,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910667531E+018,719,1.48655910667524E+018,1.5450239274,1.5450239274,1.5450239274,1.5450239274,1.5450239274,1.5450239274,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910667631E+018,720,1.48655910667623E+018,1.5410264856,1.5410264856,1.5410264856,1.5410264856,1.5410264856,1.5410264856,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910667731E+018,721,1.48655910667723E+018,1.5370138344,1.5370138344,1.5370138344,1.5370138344,1.5370138344,1.5370138344,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910667835E+018,722,1.48655910667824E+018,1.5329860136,1.5329860136,1.5329860136,1.5329860136,1.5329860136,1.5329860136,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910667935E+018,723,1.48655910667923E+018,1.5289430629,1.5289430629,1.5289430629,1.5289430629,1.5289430629,1.5289430629,0,0,0,0,0,0,0,0,0,0,0,0
1.4865591066804E+018,724,1.48655910668024E+018,1.524885022,1.524885022,1.524885022,1.524885022,1.524885022,1.524885022,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910668138E+018,725,1.48655910668123E+018,1.5208119312,1.5208119312,1.5208119312,1.5208119312,1.5208119312,1.5208119312,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910668238E+018,726,1.48655910668223E+018,1.5167238306,1.5167238306,1.5167238306,1.5167238306,1.5167238306,1.5167238306,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910668338E+018,727,1.48655910668323E+018,1.5126207605,1.5126207605,1.5126207605,1.5126207605,1.5126207605,1.5126207605,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910668435E+018,728,1.48655910668423E+018,1.5085027615,1.5085027615,1.5085027615,1.5085027615,1.5085027615,1.5085027615,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910668538E+018,729,1.48655910668524E+018,1.5043698741,1.5043698741,1.5043698741,1.5043698741,1.5043698741,1.5043698741,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910668634E+018,730,1.48655910668624E+018,1.5002221393,1.5002221393,1.5002221393,1.5002221393,1.5002221393,1.5002221393,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910668734E+018,731,1.48655910668723E+018,1.4960595978,1.4960595978,1.4960595978,1.4960595978,1.4960595978,1.4960595978,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910668834E+018,732,1.48655910668823E+018,1.4918822909,1.4918822909,1.4918822909,1.4918822909,1.4918822909,1.4918822909,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910668934E+018,733,1.48655910668923E+018,1.4876902596,1.4876902596,1.4876902596,1.4876902596,1.4876902596,1.4876902596,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910669034E+018,734,1.48655910669023E+018,1.4834835455,1.4834835455,1.4834835455,1.4834835455,1.4834835455,1.4834835455,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910669136E+018,735,1.48655910669123E+018,1.47926219,1.47926219,1.47926219,1.47926219,1.47926219,1.47926219,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910669234E+018,736,1.48655910669223E+018,1.4750262347,1.4750262347,1.4750262347,1.4750262347,1.4750262347,1.4750262347,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910669333E+018,737,1.48655910669324E+018,1.4707757216,1.4707757216,1.4707757216,1.4707757216,1.4707757216,1.4707757216,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910669434E+018,738,1.48655910669423E+018,1.4665106925,1.4665106925,1.4665106925,1.4665106925,1.4665106925,1.4665106925,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910669538E+018,739,1.48655910669525E+018,1.4622311895,1.4622311895,1.4622311895,1.4622311895,1.4622311895,1.4622311895,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910669634E+018,740,1.48655910669623E+018,1.4579372548,1.4579372548,1.4579372548,1.4579372548,1.4579372548,1.4579372548,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910669737E+018,741,1.48655910669723E+018,1.453628931,1.453628931,1.453628931,1.453628931,1.453628931,1.453628931,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910669839E+018,742,1.48655910669825E+018,1.4493062604,1.4493062604,1.4493062604,1.4493062604,1.4493062604,1.4493062604,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910669933E+018,743,1.48655910669922E+018,1.4449692857,1.4449692857,1.4449692857,1.4449692857,1.4449692857,1.4449692857,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910670032E+018,744,1.48655910670023E+018,1.4406180498,1.4406180498,1.4406180498,1.4406180498,1.4406180498,1.4406180498,0,0,0,0,0,0,0,0,0,0,0,0
1.4865591067014E+018,745,1.48655910670125E+018,1.4362525955,1.4362525955,1.4362525955,1.4362525955,1.4362525955,1.4362525955,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910670234E+018,746,1.48655910670223E+018,1.431872966,1.431872966,1.431872966,1.431872966,1.431872966,1.431872966,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910670334E+018,747,1.48655910670323E+018,1.4274792046,1.4274792046,1.4274792046,1.4274792046,1.4274792046,1.4274792046,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910670434E+018,748,1.48655910670423E+018,1.4230713544,1.4230713544,1.4230713544,1.4230713544,1.4230713544,1.4230713544,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910670535E+018,749,1.48655910670523E+018,1.4186494591,1.4186494591,1.4186494591,1.4186494591,1.4186494591,1.4186494591,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910670638E+018,750,1.48655910670623E+018,1.4142135624,1.4142135624,1.4142135624,1.4142135624,1.4142135624,1.4142135624,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910670735E+018,751,1.48655910670723E+018,1.4097637079,1.4097637079,1.4097637079,1.4097637079,1.4097637079,1.4097637079,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910670834E+018,752,1.48655910670823E+018,1.4052999396,1.4052999396,1.4052999396,1.4052999396,1.4052999396,1.4052999396,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910670939E+018,753,1.48655910670923E+018,1.4008223016,1.4008223016,1.4008223016,1.4008223016,1.4008223016,1.4008223016,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910671035E+018,754,1.48655910671023E+018,1.396330838,1.396330838,1.396330838,1.396330838,1.396330838,1.396330838,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910671138E+018,755,1.48655910671123E+018,1.3918255932,1.3918255932,1.3918255932,1.3918255932,1.3918255932,1.3918255932,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910671233E+018,756,1.48655910671225E+018,1.3873066116,1.3873066116,1.3873066116,1.3873066116,1.3873066116,1.3873066116,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910671335E+018,757,1.48655910671323E+018,1.3827739379,1.3827739379,1.3827739379,1.3827739379,1.3827739379,1.3827739379,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910671434E+018,758,1.48655910671423E+018,1.3782276168,1.3782276168,1.3782276168,1.3782276168,1.3782276168,1.3782276168,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910671535E+018,759,1.48655910671523E+018,1.3736676931,1.3736676931,1.3736676931,1.3736676931,1.3736676931,1.3736676931,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910671642E+018,760,1.48655910671624E+018,1.3690942119,1.3690942119,1.3690942119,1.3690942119,1.3690942119,1.3690942119,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910671735E+018,761,1.48655910671723E+018,1.3645072182,1.3645072182,1.3645072182,1.3645072182,1.3645072182,1.3645072182,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910671834E+018,762,1.48655910671824E+018,1.3599067574,1.3599067574,1.3599067574,1.3599067574,1.3599067574,1.3599067574,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910671939E+018,763,1.48655910671923E+018,1.3552928749,1.3552928749,1.3552928749,1.3552928749,1.3552928749,1.3552928749,0,0,0,0,0,0,0,0,0,0,0,0
1.4865591067204E+018,764,1.48655910672023E+018,1.3506656162,1.3506656162,1.3506656162,1.3506656162,1.3506656162,1.3506656162,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910672137E+018,765,1.48655910672124E+018,1.346025027,1.346025027,1.346025027,1.346025027,1.346025027,1.346025027,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910672235E+018,766,1.48655910672223E+018,1.3413711531,1.3413711531,1.3413711531,1.3413711531,1.3413711531,1.3413711531,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910672338E+018,767,1.48655910672326E+018,1.3367040403,1.3367040403,1.3367040403,1.3367040403,1.3367040403,1.3367040403,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910672439E+018,768,1.48655910672423E+018,1.3320237349,1.3320237349,1.3320237349,1.3320237349,1.3320237349,1.3320237349,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910672538E+018,769,1.48655910672523E+018,1.3273302829,1.3273302829,1.3273302829,1.3273302829,1.3273302829,1.3273302829,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910672635E+018,770,1.48655910672624E+018,1.3226237307,1.3226237307,1.3226237307,1.3226237307,1.3226237307,1.3226237307,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910672734E+018,771,1.48655910672723E+018,1.3179041247,1.3179041247,1.3179041247,1.3179041247,1.3179041247,1.3179041247,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910672834E+018,772,1.48655910672824E+018,1.3131715115,1.3131715115,1.3131715115,1.3131715115,1.3131715115,1.3131715115,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910672935E+018,773,1.48655910672923E+018,1.3084259379,1.3084259379,1.3084259379,1.3084259379,1.3084259379,1.3084259379,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910673034E+018,774,1.48655910673023E+018,1.3036674506,1.3036674506,1.3036674506,1.3036674506,1.3036674506,1.3036674506,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910673134E+018,775,1.48655910673124E+018,1.2988960967,1.2988960967,1.2988960967,1.2988960967,1.2988960967,1.2988960967,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910673239E+018,776,1.48655910673223E+018,1.2941119231,1.2941119231,1.2941119231,1.2941119231,1.2941119231,1.2941119231,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910673339E+018,777,1.48655910673323E+018,1.2893149773,1.2893149773,1.2893149773,1.2893149773,1.2893149773,1.2893149773,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910673435E+018,778,1.48655910673424E+018,1.2845053064,1.2845053064,1.2845053064,1.2845053064,1.2845053064,1.2845053064,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910673538E+018,779,1.48655910673523E+018,1.2796829579,1.2796829579,1.2796829579,1.2796829579,1.2796829579,1.2796829579,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910673639E+018,780,1.48655910673624E+018,1.2748479795,1.2748479795,1.2748479795,1.2748479795,1.2748479795,1.2748479795,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910673738E+018,781,1.48655910673724E+018,1.2700004189,1.2700004189,1.2700004189,1.2700004189,1.2700004189,1.2700004189,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910673838E+018,782,1.48655910673824E+018,1.2651403238,1.2651403238,1.2651403238,1.2651403238,1.2651403238,1.2651403238,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910673935E+018,783,1.48655910673923E+018,1.2602677424,1.2602677424,1.2602677424,1.2602677424,1.2602677424,1.2602677424,0,0,0,0,0,0,0,0,0,0,0,0
1.4865591067403E+018,784,1.48655910674024E+018,1.2553827226,1.2553827226,1.2553827226,1.2553827226,1.2553827226,1.2553827226,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910674135E+018,785,1.48655910674124E+018,1.2504853127,1.2504853127,1.2504853127,1.2504853127,1.2504853127,1.2504853127,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910674239E+018,786,1.48655910674224E+018,1.245575561,1.245575561,1.245575561,1.245575561,1.245575561,1.245575561,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910674336E+018,787,1.48655910674323E+018,1.240653516,1.240653516,1.240653516,1.240653516,1.240653516,1.240653516,0,0,0,0,0,0,0,0,0,0,0,0
1.4865591067444E+018,788,1.48655910674424E+018,1.2357192262,1.2357192262,1.2357192262,1.2357192262,1.2357192262,1.2357192262,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910674538E+018,789,1.48655910674524E+018,1.2307727404,1.2307727404,1.2307727404,1.2307727404,1.2307727404,1.2307727404,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910674635E+018,790,1.48655910674624E+018,1.2258141073,1.2258141073,1.2258141073,1.2258141073,1.2258141073,1.2258141073,0,0,0,0,0,0,0,0,0,0,0,0
1.48655910674734E+018,791,1.48655910674723E+018,1.220843376,1.220843376,1.220843376,1.220843376,1.220843376,1.220843376,0,0,0,0,0,0,0,0,0,0,0,0
